6.4	0.29	0.44	3.6	0.2	75	181	0.9942	3.02	0.41	9.1	5	
6.4	0.3	0.45	3.5	0.197	76	180	0.9942	3.02	0.39	9.1	6	
6.4	0.29	0.44	3.6	0.197	75	183	0.9942	3.01	0.38	9.1	5	
6.8	0.27	0.26	16.1	0.049	55	196	0.9984	3.15	0.5	9.3	5	
6.9	0.54	0.32	13.2	0.05	53	236	0.9973	3.2	0.5	9.6	5	
6.4	0.21	0.5	11.6	0.042	45	153	0.9972	3.15	0.43	8.8	5	
7	0.16	0.32	8.3	0.045	38	126	0.9958	3.21	0.34	9.2	5	
10.2	0.44	0.88	6.2	0.049	20	124	0.9968	2.99	0.51	9.9	4	
5.6	0.245	0.25	9.7	0.032	12	68	0.994	3.31	0.34	10.5	5	
7	0.16	0.32	8.3	0.045	38	126	0.9958	3.21	0.34	9.2	5	
6.7	0.13	0.29	5.3	0.051	31	122	0.9944	3.44	0.37	9.7	6	
5.7	0.28	0.24	17.5	0.044	60	167	0.9989	3.31	0.44	9.4	5	
7.2	0.685	0.21	9.5	0.07	33	172	0.9971	3	0.55	9.1	6	
7.1	0.24	0.41	17.8	0.046	39	145	0.9998	3.32	0.39	8.7	5	
7.1	0.25	0.32	10.3	0.041	66	272	0.9969	3.17	0.52	9.1	6	
7.1	0.24	0.41	17.8	0.046	39	145	0.9998	3.32	0.39	8.7	5	
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	6	
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	6	
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	6	
7.2	0.23	0.38	14.3	0.058	55	194	0.9979	3.09	0.44	9	6	
6.8	0.52	0.32	13.2	0.044	54	221	0.9972	3.27	0.5	9.6	6	
6.2	0.25	0.21	15.55	0.039	28	159	0.9982	3.48	0.64	9.6	6	
7.3	0.32	0.23	13.7	0.05	49	197	0.9985	3.2	0.46	8.7	5	
6.9	0.4	0.56	11.2	0.043	40	142	0.9975	3.14	0.46	8.7	5	
8.5	0.26	0.21	16.2	0.074	41	197	0.998	3.02	0.5	9.8	3	
6.9	0.4	0.56	11.2	0.043	40	142	0.9975	3.14	0.46	8.7	5	
6.9	0.29	0.4	19.45	0.043	36	156	0.9996	2.93	0.47	8.9	5	
7.2	0.29	0.4	13.6	0.045	66	231	0.9977	3.08	0.59	9.6	6	
6.9	0.29	0.4	19.45	0.043	36	156	0.9996	2.93	0.47	8.9	5	
6.9	0.32	0.26	8.3	0.053	32	180	0.9965	3.25	0.51	9.2	6	
5.3	0.585	0.07	7.1	0.044	34	145	0.9945	3.34	0.57	9.7	6	
6.9	0.32	0.26	8.3	0.053	32	180	0.9965	3.25	0.51	9.2	6	
7	0.29	0.54	10.7	0.046	59	234	0.9966	3.05	0.61	9.5	5	
6.6	0.19	0.41	8.9	0.046	51	169	0.9954	3.14	0.57	9.8	6	
6.7	0.2	0.41	9.1	0.044	50	166	0.9954	3.14	0.58	9.8	6	
7	0.3	0.49	4.7	0.036	17	105	0.9916	3.26	0.68	12.4	7	
6.7	0.34	0.3	15.6	0.054	51	196	0.9982	3.19	0.49	9.3	5	
7.1	0.35	0.24	15.4	0.055	46	198	0.9988	3.12	0.49	8.8	5	
7.3	0.32	0.25	7.2	0.056	47	180	0.9961	3.08	0.47	8.8	5	
7.2	0.23	0.39	14.2	0.058	49	192	0.9979	2.98	0.48	9	7	
7.2	0.23	0.39	14.2	0.058	49	192	0.9979	2.98	0.48	9	7	
7.2	0.23	0.39	14.2	0.058	49	192	0.9979	2.98	0.48	9	7	
7.2	0.23	0.39	14.2	0.058	49	192	0.9979	2.98	0.48	9	7	
5.9	0.15	0.31	5.8	0.041	53	155	0.9945	3.52	0.46	10.5	6	
7.4	0.28	0.42	19.8	0.066	53	195	1	2.96	0.44	9.1	5	
6.2	0.28	0.22	7.3	0.041	26	157	0.9957	3.44	0.64	9.8	7	
8.3	0.39	0.7	10.6	0.045	33	169	0.9976	3.09	0.57	9.4	5	
7.5	0.17	0.44	11.3	0.046	65	146	0.997	3.17	0.45	10	6	
7.3	0.41	0.24	6.8	0.057	41	163	0.9949	3.2	0.41	9.9	6	
7.3	0.41	0.24	6.8	0.057	41	163	0.9949	3.2	0.41	9.9	6	
7.2	0.43	0.24	6.7	0.058	40	163	0.995	3.2	0.41	9.9	5	
7.3	0.4	0.24	6.7	0.058	41	166	0.995	3.2	0.41	9.9	6	
5	0.55	0.14	8.3	0.032	35	164	0.9918	3.53	0.51	12.5	8	
7.8	0.25	0.41	3.7	0.042	37	149	0.9954	3.36	0.45	10	6	
