5.4	0.5	0.13	5	0.028	12	107	0.99079	3.48	0.88	13.5	7	
8.2	0.52	0.34	1.2	0.042	18	167	0.99366	3.24	0.39	10.6	5	
6.4	0.22	0.34	1.4	0.023	56	115	0.98958	3.18	0.7	11.7	6	
6.9	0.32	0.27	16	0.034	58	185	0.99938	3.34	0.6	9	6	
6.8	0.11	0.42	1.1	0.042	51	132	0.99059	3.18	0.74	11.3	7	
6.2	0.26	0.32	15.3	0.031	64	185	0.99835	3.31	0.61	9.4	5	
6.4	0.22	0.34	1.4	0.023	56	115	0.98958	3.18	0.7	11.7	6	
6.7	0.3	0.29	2.8	0.025	37	107	0.99159	3.31	0.63	11.3	7	
6.7	0.3	0.29	2.8	0.025	37	107	0.99159	3.31	0.63	11.3	7	
7.1	0.2	0.3	0.9	0.019	4	28	0.98931	3.2	0.36	12	6	
7.5	0.25	0.32	8.2	0.024	53	209	0.99563	3.12	0.46	10.8	6	
7.1	0.2	0.3	0.9	0.019	4	28	0.98931	3.2	0.36	12	6	
6.7	0.3	0.29	2.8	0.025	37	107	0.99159	3.31	0.63	11.3	7	
6.5	0.18	0.41	14.2	0.039	47	129	0.99678	3.28	0.72	10.3	7	
6.5	0.18	0.41	14.2	0.039	47	129	0.99678	3.28	0.72	10.3	7	
6.5	0.18	0.41	14.2	0.039	47	129	0.99678	3.28	0.72	10.3	7	
6.6	0.26	0.21	2.9	0.026	48	126	0.99089	3.22	0.38	11.3	7	
6.6	0.26	0.21	2.9	0.026	48	126	0.99089	3.22	0.38	11.3	7	
6.5	0.18	0.41	14.2	0.039	47	129	0.99678	3.28	0.72	10.3	7	
4.5	0.19	0.21	0.95	0.033	89	159	0.99332	3.34	0.42	8	5	
7	0.24	0.24	9	0.03	42	219	0.99636	3.47	0.46	10.2	6	
5.8	0.6	0	1.3	0.044	72	197	0.99202	3.56	0.43	10.9	5	
6.7	0.28	0.28	2.4	0.012	36	100	0.99064	3.26	0.39	11.7	7	
6.8	0.44	0.2	16	0.065	61	186	0.99884	3.13	0.45	8.6	5	
8.7	0.31	0.73	14.35	0.044	27	191	1.00013	2.96	0.88	8.7	5	
8.2	0.32	0.26	2.1	0.062	26	87	0.98974	3.1	0.47	12.8	6	
8.7	0.31	0.73	14.35	0.044	27	191	1.00013	2.96	0.88	8.7	5	
9.2	0.14	0.37	1.1	0.034	36	84	0.99136	3.05	0.55	11.6	6	
7.4	0.2	0.37	1.2	0.028	28	89	0.99132	3.14	0.61	11.8	6	
7.6	0.23	0.4	5.2	0.066	14	91	0.99488	3.17	0.8	9.7	5	
8.1	0.33	0.22	5.2	0.047	24	151	0.99527	3.22	0.47	10.3	5	
5.8	0.15	0.28	0.8	0.037	43	127	0.99198	3.24	0.51	9.3	5	
7	0.34	0.39	6.9	0.066	43	162	0.99561	3.11	0.53	9.5	5	
7.3	0.22	0.31	2.3	0.018	45	80	0.98936	3.06	0.34	12.9	7	
6.4	0.28	0.27	11	0.042	45	148	0.99786	3.14	0.46	8.7	5	
6.5	0.15	0.44	12.6	0.052	65	158	0.99688	3.26	0.7	10.3	7	
7.1	0.15	0.34	1	0.033	27	73	0.98974	3.24	0.41	12.2	6	
7	0.23	0.33	1	0.043	46	110	0.99118	3.04	0.65	10.8	6	
8	0.13	0.25	1.1	0.033	15	86	0.99044	2.98	0.39	11.2	8	
5.9	0.34	0.31	2	0.03	38	142	0.98892	3.4	0.41	12.9	7	
9.6	0.655	0.21	2	0.039	21	120	0.99188	3	1	12.6	6	
6.8	0.26	0.4	7.5	0.046	45	179	0.99583	3.2	0.49	9.3	5	
5.9	0.34	0.31	2	0.03	38	142	0.98892	3.4	0.41	12.9	7	
5.9	0.3	0.3	2	0.03	38	142	0.98892	3.41	0.41	12.9	7	
7	0.15	0.3	13.3	0.049	46	120	0.99704	3.2	0.36	9.5	7	
7.2	0.35	0.25	5.6	0.032	23	120	0.99334	2.93	0.66	10.3	7	
7.2	0.32	0.24	5.6	0.033	23	120	0.99334	2.92	0.66	10.3	7	
7.6	0.1	0.33	1	0.031	33	93	0.99094	3.06	0.68	11.2	6	
6.2	0.25	0.31	3.2	0.03	32	150	0.99014	3.18	0.31	12	6	
