6.8	0.21	0.49	14.5	0.06	50	170	0.9991	3.55	0.44	9.8	6	
5.6	0.41	0.24	1.9	0.034	10	53	0.98815	3.32	0.5	13.5	7	
6.6	0.62	0.2	8.7	0.046	81	224	0.99605	3.17	0.44	9.3	5	
6.4	0.28	0.19	5.4	0.042	67	181	0.99435	3.31	0.35	10.2	6	
8.7	0.49	0.57	17.8	0.052	34	243	1.0007	2.98	0.82	9	5	
6.6	0.35	0.29	14.4	0.044	54	177	0.9991	3.17	0.58	8.9	6	
6.3	0.24	0.37	1.8	0.031	6	61	0.9897	3.3	0.34	12.2	4	
8.4	0.2	0.31	2.8	0.054	16	89	0.99416	2.96	0.45	9.5	6	
6.5	0.39	0.35	1.6	0.049	10	164	0.99516	3.35	0.51	9.7	5	
7.2	0.23	0.38	6.1	0.067	20	90	0.99496	3.17	0.79	9.7	5	
7.1	0.28	0.19	7.8	0.04	48	184	0.99579	3.16	0.5	9.4	5	
6.1	0.15	0.29	6.2	0.046	39	151	0.99471	3.6	0.44	10.6	6	
7.2	0.29	0.18	8.2	0.042	41	180	0.99644	3.16	0.49	9.1	5	
7.1	0.28	0.19	7.8	0.04	48	184	0.99579	3.16	0.5	9.4	5	
6.1	0.23	0.45	10.6	0.094	49	169	0.99699	3.05	0.54	8.8	5	
6.7	0.23	0.42	11.2	0.047	52	171	0.99758	3.54	0.74	10.4	5	
7.5	0.31	0.24	7.1	0.031	28	141	0.99397	3.16	0.38	10.6	7	
6.1	0.15	0.29	6.2	0.046	39	151	0.99471	3.6	0.44	10.6	6	
7.4	0.2	0.29	1.7	0.047	16	100	0.99243	3.28	0.45	10.6	6	
7.4	0.18	0.29	1.4	0.042	34	101	0.99384	3.54	0.6	10.5	7	
7.2	0.29	0.2	7.7	0.046	51	174	0.99582	3.16	0.52	9.5	5	
7.3	0.21	0.21	1.6	0.046	35	133	0.99466	3.38	0.46	10	6	
7.1	0.14	0.35	1.4	0.039	24	128	0.99212	2.97	0.68	10.4	5	
7.2	0.39	0.54	1.4	0.157	34	132	0.99449	3.11	0.53	9	6	
7.6	0.48	0.28	10.4	0.049	57	205	0.99748	3.24	0.45	9.3	5	
7.2	0.39	0.54	1.4	0.157	34	132	0.99449	3.11	0.53	9	6	
7.6	0.48	0.28	10.4	0.049	57	205	0.99748	3.24	0.45	9.3	5	
8.5	0.25	0.31	2.8	0.032	11	61	0.99189	3.06	0.44	11.5	6	
6.9	0.3	0.21	15.7	0.056	49	159	0.99827	3.11	0.48	9	5	
6.6	0.19	0.43	10.9	0.045	53	154	0.99752	3.52	0.77	10.4	6	
6.9	0.3	0.21	15.7	0.056	49	159	0.99827	3.11	0.48	9	5	
9.4	0.42	0.32	6.5	0.027	20	167	0.99479	3.08	0.43	10.6	5	
6.6	0.19	0.43	10.9	0.045	53	154	0.99752	3.52	0.77	10.4	6	
6.3	0.2	0.3	5.9	0.034	35	152	0.99642	3.47	0.4	8.5	6	
7.3	0.19	0.25	1.4	0.051	41	107	0.99382	3.53	0.66	10.5	7	
6.7	0.25	0.26	13.5	0.06	50	156	0.99784	3.39	0.46	9.9	6	
6.2	0.25	0.28	8.5	0.035	28	108	0.99486	3.4	0.42	10.4	6	
6.1	0.46	0.32	6.2	0.053	10	94	0.99537	3.35	0.47	10.1	5	
7.3	0.19	0.25	1.4	0.051	41	107	0.99382	3.53	0.66	10.5	7	
7.5	0.29	0.26	14.95	0.067	47	178	0.99838	3.04	0.49	9.2	4	
6.7	0.31	0.18	7.7	0.043	57	200	0.99566	3.17	0.44	9.4	6	
7.4	0.14	0.3	1.3	0.033	25	91	0.99268	3.53	0.39	10.6	6	
6.7	0.31	0.18	7.7	0.043	57	200	0.99566	3.17	0.44	9.4	6	
7.1	0.4	0.52	1.3	0.148	45	149	0.99468	3.08	0.56	8.7	5	
6.3	0.16	0.22	1.3	0.046	18	66	0.99307	3.61	0.55	10.3	6	
7.4	0.33	0.26	15.6	0.049	67	210	0.99907	3.06	0.68	9.5	5	
7.4	0.33	0.26	15.6	0.049	67	210	0.99907	3.06	0.68	9.5	5	
7.4	0.33	0.26	15.6	0.049	67	210	0.99907	3.06	0.68	9.5	5	
7.4	0.33	0.26	15.6	0.049	67	210	0.99907	3.06	0.68	9.5	5	
6.6	0.41	0.24	4.9	0.158	47	144	0.99471	3.17	0.49	9.4	5	
